Team,Round,teamRound,EXP,ELO
OKC,28,2,0.5459219227804837,1030.5304984710244
PHO,29,2,0.45512897255386586,1001.4358728782763
POR,29,2,0.5448710274461341,997.8278203282017
TOR,30,2,0.5,1032
BOS,30,2,0.5,1000
PHI,31,2,0.4989403709322129,968.0339081301692
UTA,31,2,0.5010596290677871,1000.7023986633528
MIL,32,2,0.4540780772195163,969.4695015289755
WAS,32,2,0.5459219227804837,1030.5304984710244
BRK,33,3,0.4560834235096561,954.1077291110438
MEM,33,3,0.5439165764903439,1013.8922708889562
GSW,34,3,0.5880029949898599,1043.714402631349
NOP,34,3,0.4119970050101401,955.5524026331975
NYK,35,3,0.4540780772195165,1016
WAS,35,3,0.5459219227804836,1013.060996942049
PHO,36,3,0.5051922183613312,1017.2697218907138
POR,36,3,0.4948077816386688,981.9939713157643
SAC,37,3,0.4540780772195163,985.4695015289755
LAC,37,3,0.5459219227804837,1046.5304984710244
UTA,38,3,0.5469724091001915,1015.1992815721467
IND,38,3,0.45302759089980854,953.469208961037
ATL,39,4,0.5684463222344905,1030.475396237254
CHO,39,3,0.4315536777655094,954.9941052917213
LAL,40,3,0.4540780772195163,953.4695015289755
DAL,40,3,0.5459219227804837,1014.5304984710245
OKC,41,3,0.5438241765126882,1045.1281248226185
DEN,41,3,0.45617582348731184,985.4023736484061
MIA,42,3,0.5428208347621768,1013.9272661150857
HOU,42,3,0.4571791652378232,954.8397682413652
MIL,43,3,0.41097058410377413,956.3184428376546
TOR,43,3,0.5890294158962259,1045.1510586913207
ORL,44,3,0.4344758697611394,955.566273696619
CHI,44,4,0.5655241302388606,1029.1669210388343
BOS,45,3,0.49995120227824313,984.0015615270962
SAS,45,3,0.5000487977217568,1016.0323466030729
CLE,46,4,0.5706239416980561,1031.1788078317088
PHI,46,3,0.429376058301944,954.2938742645069
MEM,47,4,0.4571875931228742,999.2622679090242
GSW,47,4,0.5428124068771257,1058.344405611281
MIL,48,4,0.503181429859375,972.2166370821546
BRK,48,4,0.4968185701406251,938.2095348665438
OKC,49,4,0.6270873323739647,1025.0613301866515
HOU,49,4,0.37291266762603525,974.906562877332
LAC,50,4,0.542010364475935,1061.1861668077945
PHO,50,4,0.457989635524065,1002.6140535539437
POR,51,4,0.42852838387066894,1000.2810630319028
MIN,51,3,0.571471616129331,1013.7129082838615
NYK,52,4,0.4999534494963565,1000.0014896161166
SAS,52,4,0.5000465505036434,1032.0308569869565
MIA,53,4,0.4762033183853821,998.6887599267534
ATL,53,5,0.5237966816146179,1045.7139024255862
CHO,54,4,0.394849370534474,974.3589254346182
CHI,54,5,0.605150629465526,1009.8021008959374
DEN,55,4,0.545826131185714,999.9359374504633
LAL,55,4,0.45417386881428595,938.9359377269183
IND,56,4,0.36820515657988373,973.6866439504807
DET,56,4,0.6317948434201163,1027.0462582170342
SAC,57,4,0.48016103451469794,970.1043484245051
MEM,57,5,0.5198389654853021,1014.6274210134945
ORL,58,4,0.5000199620649008,971.5656349105421
NOP,58,4,0.49998003793509926,939.5530414192743
TOR,59,4,0.5439527871748314,1059.7445695017261
DAL,59,4,0.4560472128251685,999.9369876606191
IND,60,5,0.4851600001803546,990.1615239447094
BOS,60,4,0.5148399998196453,967.5266815328675
BRK,61,5,0.3500442097649131,927.0081201540665
ATL,61,6,0.649955790235087,1056.9153171380633
GSW,62,5,0.4959104680906602,1074.4752706323798
LAC,62,5,0.5040895319093398,1045.0553017866957
NYK,63,5,0.4552522778103114,985.4334167261866
CLE,63,5,0.5447477221896886,1045.7468807216387
ORL,64,5,0.4951921663541629,955.719485587209
HOU,64,5,0.5048078336458371,990.7527122006652
MIL,65,5,0.525770074188727,987.3919947081154
PHI,65,4,0.47422992581127293,939.1185166385462
UTA,66,4,0.5214558579802498,998.5126941167787
POR,66,5,0.4785441420197501,1016.9676504872708
SAC,67,5,0.45335083857798697,955.5971215900096
PHO,67,5,0.546649161422013,1017.1212803884392
WAS,68,4,0.472727272621594,1029.933724218158
SAS,68,5,0.527272727378406,1015.1581297108474
TOR,69,5,0.549748051775079,1074.1526318449237
OKC,69,5,0.45025194822492104,1010.653267843454
CHO,70,5,0.4632565667435956,991.5347152988231
DAL,70,5,0.5367434332564044,982.7611977964142
MEM,71,6,0.49663218999448816,998.7351909336709
POR,71,6,0.5033678100055119,1032.8598805670945
MIN,72,4,0.5216080205304489,997.0214516268871
MIA,72,5,0.4783919794695511,1015.3802165837278
CHI,73,6,0.4987750747474554,1025.8412985040188
OKC,73,6,0.5012249252525446,994.6140702353727
DEN,74,5,0.5020482003456802,983.8703950394015
UTA,74,5,0.49795179965431974,1014.5782365278404
NOP,75,5,0.33724592844389045,928.7611717090698
ATL,75,7,0.6627540715561095,1067.7071868482678
GSW,76,6,0.6275133131399905,1086.3948446119
DEN,76,6,0.3724866868600096,971.9508210598812
PHO,77,6,0.48572069269439927,1001.5782182222184
DET,77,5,0.5142793073056008,1042.589320383255
HOU,78,6,0.5504209991416326,1005.139240228133
SAC,78,6,0.4495790008583675,941.2105935625418
BRK,79,6,0.4828412313518869,911.5572007508061
LAL,79,5,0.517158768648113,954.3868571301787
IND,80,6,0.4637709871633716,1007.3208523554815
MIA,80,6,0.5362290128366283,998.2208881729557
MIL,81,6,0.5028185904336318,1003.3017998142392
NYK,81,6,0.4971814095663682,969.5236116200628
CLE,82,6,0.6488076475854759,1056.9850359989034
PHI,82,5,0.351192352414524,927.8803613612814
ORL,83,6,0.33586949596812465,976.9716617162289
TOR,83,6,0.6641305040318753,1052.9004557159037
BOS,84,5,0.4111426292114076,986.3701173981025
WAS,84,5,0.5888573707885925,1011.090288352923
BRK,85,7,0.37095445616217415,899.6866581536166
MIL,85,7,0.6290455438378258,1015.1723424114288
SAS,86,6,0.5339445322130236,1030.0719046800307
CHO,86,6,0.4660554677869763,976.6209403296399
GSW,87,7,0.6975688838110762,1096.0726403299457
SAC,87,7,0.3024311161889237,931.5327978444963
HOU,88,7,0.4428075795719018,1022.9693976818321
LAC,88,6,0.5571924204280982,1027.2251443329965
MEM,89,7,0.4772158145687983,983.4642848674694
UTA,89,6,0.5227841854312018,1029.849142594042
MIN,90,5,0.45861977164174234,1014.3456189343514
CHI,90,7,0.5413802283582577,1008.5171311965546
DAL,91,6,0.5770925124755323,996.2942373971972
NOP,91,6,0.4229074875244677,915.2281321082868
ORL,92,7,0.5701816314443865,990.7258495100085
PHI,92,6,0.4298183685556135,914.1261735675018
WAS,93,6,0.41923536810843726,997.674756573453
ATL,93,8,0.5807646318915627,1081.1227186277379
DET,94,6,0.5139981305053911,1058.1413802070824
POR,94,7,0.4860018694946089,1017.307820743267
IND,95,7,0.42901035406717325,993.592521025332
CLE,95,7,0.5709896459328268,1070.713367329053
LAL,96,6,0.4782302311439647,939.0834897335718
NYK,96,7,0.5217697688560353,984.8269790166696
OKC,97,7,0.48997912743579686,1010.9347381574272
PHO,97,7,0.5100208725642031,985.2575503001639
TOR,98,7,0.5780469136489705,1034.4029544791367
MIA,98,7,0.42195308635102946,1016.7183894097228
PHI,99,7,0.36740676527717303,902.3691570786323
CHI,99,8,0.6325932347228269,1020.2741476854242
GSW,100,8,0.5543716212838284,1110.3327484488632
DET,100,7,0.44562837871617167,1043.881272088165
LAC,101,7,0.5626460089857811,1041.2204720454515
MEM,101,8,0.4373539910142188,969.4689571550143
MIN,102,6,0.4050661379563143,1033.3835025197493
ATL,102,9,0.5949338620436857,1062.0848350423398
ORL,103,8,0.49587462167945406,974.857861616266
IND,103,8,0.5041253783205459,1009.4605089190745
DEN,104,7,0.4350943361363507,990.0278023035179
POR,104,8,0.5649056638636493,999.2308394996303
SAC,105,8,0.3618746869630208,919.9528078616796
SAS,105,7,0.6381253130369793,1041.6518946628473
BOS,106,6,0.4586449579506164,1003.6934787436827
MIL,106,8,0.5413550420493836,997.8489810658485
MIN,107,7,0.5809687754392124,1014.7925017056945
CHO,107,7,0.41903122456078756,995.2119411436947
NOP,108,7,0.385408498758608,934.8950601480113
DAL,108,7,0.614591501241392,976.6273093574727
MIA,109,8,0.6099025014937293,1029.2015093619234
LAL,109,7,0.3900974985062708,926.6003697813711
NYK,110,8,0.42913474141730545,1003.0946672913159
TOR,110,8,0.5708652585826945,1016.1352662044904
OKC,111,8,0.5190733876543143,1026.3243897524892
WAS,111,7,0.4809266123456857,982.285104978391
UTA,112,7,0.4414613398450447,1015.7223797190005
CLE,112,8,0.5585386601549552,1084.8401302040943
BRK,113,8,0.3296712107179892,921.1371794106409
HOU,113,8,0.6703287892820108,1001.5188764248078
DET,114,8,0.6711497013002499,1022.4044816465569
SAC,114,9,0.32885029869975013,941.4295983032877
MEM,115,9,0.30770360867128094,959.6224416775333
GSW,115,9,0.6922963913287191,1120.1792639263442
IND,116,9,0.5082986614305977,1025.1949517532953
BOS,116,7,0.49170133856940246,987.9590359094618
DAL,117,8,0.40809935396251307,995.5681300306723
LAC,117,8,0.591900646037487,1022.2796513722519
LAL,118,8,0.43099506842511565,912.8085275917674
ORL,118,9,0.5690049315748844,988.6497038058696
MIL,119,9,0.5112536801383823,981.4888633014203
DEN,119,8,0.48874631986161776,1006.3879200679461
ATL,120,10,0.6752797921227139,1072.475881694413
NOP,120,8,0.3247202078772861,924.5040134959382
CHO,121,8,0.48865779127792325,1011.5748918228012
NYK,121,9,0.5113422087220768,986.7317166122094
POR,122,9,0.4392527643852537,985.1747510393021
SAS,122,8,0.5607472356147464,1055.7079831231754
TOR,123,9,0.658111648063781,1027.0756934664494
PHI,123,8,0.341888351936219,891.4287298166732
GSW,124,10,0.647177378257035,1131.4695878221191
MIN,124,8,0.3528226217429649,1003.5021778099195
LAC,125,9,0.5530783429517339,1004.5811443977964
PHO,125,8,0.4469216570482661,1002.9560572746193
UTA,126,8,0.4806116994888327,1000.3428053353579
MIA,126,9,0.5193883005111672,1044.581083745566
BOS,127,8,0.38071416301590916,1007.7761826929527
ATL,127,11,0.6192858369840909,1052.658734910922
BRK,128,9,0.47083002329608714,906.0706186651661
SAC,128,10,0.5291699767039127,956.4961590487625
CHI,129,9,0.5125166199918944,1035.8736158456836
CHO,129,9,0.48748338000810576,995.9754236625419
CLE,130,9,0.6375526008018669,1096.4384469784345
NYK,130,10,0.36244739919813296,975.1333998378692
HOU,131,9,0.49299334162502056,985.7430894928071
DEN,131,9,0.5070066583749795,1022.1637069999467
DAL,132,9,0.6168980343307228,1007.8273929320891
LAL,132,9,0.38310196566927723,900.5492646903506
MIN,133,9,0.46882209248481793,988.4998708504054
IND,133,10,0.5311779075151821,1040.1972587128096
NOP,134,9,0.3565315978768361,913.0950023638795
TOR,134,10,0.6434684021231639,1038.4847045985082
OKC,135,9,0.6849300069693314,1036.4066295294706
PHI,135,9,0.31506999303066857,881.3464900396918
POR,136,10,0.5367065718480217,968.0001407401654
MEM,136,10,0.4632934281519783,976.79705197667
ORL,137,10,0.48317862485627366,1005.1879878104689
UTA,137,9,0.5168213751437264,983.8045213307586
GSW,138,11,0.7854140655637393,1138.3363377240794
BRK,138,10,0.21458593443626078,899.2038687632057
CLE,139,10,0.6596428387341269,1075.3298761389424
MIL,139,10,0.3403571612658732,1002.5974341409124
HOU,140,10,0.4682608667789063,970.7587417558822
DAL,140,10,0.5317391332210937,1022.8117406690141
DEN,141,10,0.5276139033107328,1005.2800620940033
PHO,141,9,0.4723860966892672,1019.8397021805628
DET,142,9,0.5256273672811574,1005.5844058935598
LAC,142,10,0.47437263271884256,1021.4012201507934
WAS,143,8,0.4670877608179069,999.338296632218
ORL,143,11,0.5329122391820931,988.134796156642
SAS,144,9,0.7317864876965277,1064.2908155168866
PHI,144,10,0.26821351230347235,872.7636576459807
BOS,145,9,0.45889048549518474,1025.091687157107
OKC,145,10,0.5411095145048153,1019.0911250653165
LAL,146,10,0.3532849383800133,921.2441466621901
DET,146,10,0.6467150616199867,984.8895239217203
MEM,147,11,0.4831646563149251,993.3357829745923
MIN,147,10,0.5168353436850749,971.961139852483
NYK,148,11,0.5883435062417668,988.3064076381327
NOP,148,10,0.4116564937582333,899.9219945636161
CHO,149,10,0.5401728874166271,1010.6898912652098
POR,149,11,0.45982711258337294,953.2856731374975
SAC,150,11,0.3841514949722173,976.2033112096515
TOR,150,11,0.6158485050277828,1018.7775524376192
ATL,151,12,0.5978120077390803,1033.5287506632715
UTA,151,10,0.40218799226091967,1002.9345055784091
BOS,152,10,0.5775601627677626,1038.6097619485386
HOU,152,11,0.42243983723223744,957.2406669644506
DAL,153,11,0.7034427477850826,1032.3015727398915
PHI,153,11,0.2965572522149173,863.2738255751034
CHI,154,10,0.4937780989216306,1052.0727166801914
IND,154,11,0.5062219010783694,1023.9981578783018
LAL,155,11,0.3617996536380262,909.6665577457733
PHO,155,10,0.6382003463619739,1031.4172910969796
MEM,156,12,0.4630028278095909,1010.5196924846855
OKC,156,11,0.5369971721904091,1001.9072155552234
SAS,157,10,0.6545266880426562,1075.3459614995215
POR,157,12,0.34547331195734376,942.2305271548624
ATL,158,13,0.6842205276173157,1011.6336937795173
BRK,158,11,0.3157794723826843,921.0989256469599
CHO,159,11,0.5321679296598772,993.6605175160937
NYK,159,12,0.46783207034012275,1005.3357813872487
DET,160,11,0.37270808268486905,1004.9628652758045
CLE,160,11,0.627291917315131,1055.256534784858
DEN,161,11,0.6471396603533758,1016.5715929626953
NOP,161,11,0.3528603396466242,888.6304636949241
WAS,162,9,0.4953098616661688,1015.4883810589006
MIL,162,11,0.5046901383338311,986.4473497142297
MIA,163,10,0.6030127079097501,1025.284677092454
MIN,163,11,0.39698729209024985,991.2575465055951
TOR,164,12,0.33442566723893696,1008.0759310859733
GSW,164,12,0.665574332761063,1149.0379590757254
CHO,165,12,0.6029322942709793,1006.3666840994224
BRK,165,12,0.3970677057290207,908.3927590636312
CHI,166,11,0.5296905753591207,1067.1226182686996
PHO,166,11,0.4703094246408793,1016.3673895084714
DAL,167,12,0.4909227834084251,1048.592043670822
BOS,167,11,0.5090772165915749,1022.3192910176082
DEN,168,12,0.41621459873700406,1003.2527258031112
SAS,168,11,0.5837854012629958,1088.6648286591058
PHI,169,12,0.2838988065093964,854.1890637668027
IND,169,12,0.7161011934906035,1033.0829196866025
MIN,170,12,0.5044938779909941,975.1137424098832
ORL,170,12,0.4955061220090059,1004.2786002523538
NOP,171,12,0.34252245347757787,877.6697451836416
OKC,171,12,0.6574775465224222,1012.8679340665059
HOU,172,12,0.5215878982261595,972.5498542212135
POR,172,13,0.4784121017738405,926.9213398980995
SAC,173,12,0.4491875961887562,961.8293081316112
ATL,173,14,0.5508124038112437,1026.0076968575574
TOR,174,13,0.5073985660259549,991.8391769731427
UTA,174,11,0.49260143397404504,1019.1712596912397
LAC,175,11,0.32415627776246764,1011.0282192623944
GSW,175,13,0.6758437222375324,1159.4109599641245
MIL,176,12,0.40225031521234067,973.5753396274348
CLE,176,12,0.5977496847876593,1068.128544871653
MIA,177,11,0.5903175987464884,1038.3945139325665
SAC,177,13,0.4096824012535117,948.7194712914988
BRK,178,13,0.34168060132512174,897.4589798212272
BOS,178,12,0.6583193986748783,1033.253070260012
CHI,179,12,0.37022436678888043,1055.2754385314554
GSW,179,14,0.6297756332111196,1171.2581397013687
MIN,180,13,0.4571490348145013,960.4849732958191
DET,180,12,0.5428509651854987,1019.5916343898685
HOU,181,13,0.4455735174819608,958.2915016617908
MEM,181,13,0.5544264825180392,1024.7780450441082
LAC,182,12,0.6187292715401517,991.2288825731096
POR,182,14,0.3812707284598483,946.7206765873843
OKC,183,13,0.5108379411896179,996.5211199484381
NYK,183,13,0.4891620588103821,1021.6825955053165
CHO,184,13,0.7059936339736503,1015.7748878122655
PHI,184,13,0.29400636602634966,844.7808600539596
DEN,185,13,0.4811354405836125,987.8563917044355
PHO,185,12,0.5188645594163875,1031.763723607147
NOP,186,13,0.22889073453343858,902.3452416785715
SAS,186,12,0.7711092654665613,1063.9893321641757
LAL,187,12,0.3839008433863551,897.38173075741
TOR,187,14,0.6160991566136449,1004.1240039615061
UTA,188,12,0.45776100081066806,1004.5229076652984
DAL,188,13,0.5422389991893318,1063.2403956967635
ATL,189,15,0.43967846458943516,1011.9379859906956
CLE,189,13,0.5603215354105648,1082.198255738515
MEM,190,14,0.4438087920948113,1010.5761636970743
SAS,190,13,0.5561912079051887,1078.1912135112098
MIL,191,13,0.4151894159171401,960.2892783180863
IND,191,13,0.5848105840828599,1046.368980995951
NYK,192,14,0.5902281145953435,1034.7952958382655
HOU,192,14,0.4097718854046565,945.1788013288418
MIA,193,12,0.7529726381954445,1046.2993895103123
PHI,193,14,0.24702736180455545,836.8759844762138
SAC,194,14,0.4207186275182103,967.2564752109162
ORL,194,13,0.5792813724817897,985.7415963329365
WAS,195,10,0.49409521830756636,1031.6773340730585
DET,195,13,0.5059047816924336,1003.4026813757107
BOS,196,13,0.6860450131809825,1011.2996298382205
BRK,196,14,0.3139549868190174,919.4124202430187
DAL,197,14,0.5948536440560024,1044.2050790869714
OKC,197,14,0.40514635594399767,1015.5564365582302
GSW,198,15,0.7418766326512963,1179.5180874565272
DEN,198,14,0.25812336734870367,979.596443949277
NOP,199,14,0.32191335088750733,924.0440144501713
PHO,199,13,0.6780866491124927,1010.0649508355473
POR,200,15,0.5705309653716021,960.463685695493
LAL,200,13,0.42946903462839797,883.6387216493013
LAC,201,13,0.4814509451089845,975.822452329622
TOR,201,15,0.5185490548910155,1019.5304342049936
MIL,202,14,0.4382713418856091,978.2645953777468
DET,202,14,0.5617286581143909,985.4273643160502
MIA,203,13,0.5165496738897388,1061.7697999458405
NYK,203,15,0.4834503261102612,1019.3248854027371
UTA,204,13,0.48412681126196855,989.0308497049153
OKC,204,15,0.5158731887380316,1031.048494518613
ORL,205,14,0.3646474222242276,974.0728788217613
CLE,205,14,0.6353525777757724,1093.8669732496903
MIN,206,14,0.6707436813575448,971.0211754923777
PHI,206,15,0.3292563186424552,826.3397822796553
SAS,207,14,0.5968040810893216,1091.0934829163514
PHO,207,14,0.40319591891067846,997.1626814304055
SAC,208,15,0.430626763452108,953.4764187804487
CHO,208,14,0.569373236547892,1029.554944242733
ATL,209,16,0.5009186673166964,1027.9085886365613
BOS,209,14,0.49908133268330357,995.3290271923548
CHI,210,13,0.6331560404358673,1067.0144452375077
POR,210,16,0.3668439595641327,948.7246789894408
DAL,211,15,0.5482453289897377,1026.6612285592998
MEM,211,15,0.4517546710102624,1028.120014224746
IND,212,14,0.5211303865675628,1061.692808625789
WAS,212,11,0.4788696134324372,1016.3535064432206
LAC,213,14,0.4945690030755818,991.9962442312034
DEN,213,15,0.5054309969244182,963.4226520476957
GSW,214,16,0.8459546277414007,1184.4475393688024
LAL,214,14,0.15404537225859924,878.709269737026
ATL,215,17,0.5811437284617791,1009.3119893257843
MIN,215,15,0.41885627153822097,989.6177748031546
OKC,216,16,0.6553474852975437,1042.0773749890916
BRK,216,15,0.3446525147024563,908.3835397725401
TOR,217,16,0.3946241966338823,1038.9024599127094
CLE,217,15,0.6053758033661176,1074.4949475419746
DAL,218,16,0.4083231157321878,1013.5948888558698
SAS,218,15,0.5916768842678123,1104.1598226197814
HOU,219,15,0.3828549234362328,932.9274437788823
MEM,219,16,0.6171450765637673,1040.3713717747055
MIA,220,14,0.6081309205460744,1042.3096104883662
DET,220,15,0.3918690794539256,1004.8875537735246
PHO,221,15,0.6036997597762761,977.8442891175647
NOP,221,15,0.39630024022372384,943.3624067630121
NYK,222,16,0.5647571069566035,1001.2526579801258
ORL,222,15,0.4352428930433965,992.1451062443725
PHI,223,16,0.27432667832646723,817.5613285732084
BOS,223,15,0.7256733216735327,1004.1074808988018
MIL,224,15,0.5356126482296676,961.1249906343975
SAC,224,16,0.4643873517703324,970.616023523798
LAC,225,15,0.5042674421453535,975.8596860825521
UTA,225,14,0.49573255785464665,1005.1674078535666
WAS,226,12,0.4810107415635484,1000.961162713187
CHO,226,15,0.5189892584364515,1044.9472879727666
ATL,227,18,0.4554206467431704,1026.738528630003
MEM,227,17,0.5445793532568296,1022.944832470487
CHI,228,14,0.5076578518540827,1050.769393978177
IND,228,15,0.4923421481459173,1077.9378598851197
CLE,229,16,0.5424202791899335,1089.1374986078968
CHO,229,16,0.45757972081006637,1030.3047369068445
OKC,230,17,0.553316979350783,1056.3712316498666
DET,230,16,0.44668302064921717,990.5936971127496
GSW,231,17,0.7666165460568334,1191.9158098949838
PHO,231,16,0.23338345394316665,970.3760185913834
NYK,232,17,0.4411878018444074,987.1346483211048
MIA,232,15,0.5588121981555926,1056.4276201473872
ORL,233,16,0.544523292378151,1006.7203608882717
MIL,233,16,0.45547670762184894,946.5497359904983
SAC,234,17,0.4726815142228046,955.4902150686682
MIN,234,16,0.5273184857771954,1004.7435832582844
NOP,235,16,0.4533685651582339,928.8546126779487
LAC,235,16,0.5466314348417661,990.3674801676156
PHI,236,17,0.33981903907033373,806.6871193229576
HOU,236,16,0.6601809609296664,943.801653029133
DEN,237,16,0.3078588995674801,953.5711672615363
SAS,237,16,0.6921411004325199,1114.0113074059407
WAS,238,13,0.49547220792617175,985.1060520595495
BOS,238,16,0.5045277920738283,1019.9625915524393
SAS,239,17,0.623019063641587,1126.07469736941
ATL,239,19,0.37698093635841295,1014.6751386665337
BRK,240,16,0.26105286886577894,900.0298479688352
CLE,240,17,0.7389471311342211,1097.4911904116018
DAL,241,17,0.5855318182014185,1026.8578706734245
DEN,241,17,0.4144681817985815,940.3081854439816
POR,242,17,0.5994180958592834,961.5432999219437
LAL,242,15,0.40058190414071654,865.8906488045232
UTA,243,15,0.6080902587418132,1017.7085195738285
NOP,243,17,0.3919097412581868,916.3135009576868
GSW,244,18,0.795918135472708,1198.446429559857
SAC,244,18,0.20408186452729207,948.9595954037949
WAS,245,14,0.42319357732423946,971.5638575851738
TOR,245,17,0.5768064226757607,1052.4446543870852
ORL,246,17,0.48095212084906674,1023.3298930211015
BOS,246,17,0.5190478791509332,1003.3530594196095
DET,247,17,0.6274581096668006,970.515037603412
BRK,247,17,0.3725418903331994,920.1085074781728
HOU,248,17,0.43796016424372763,961.7869277733338
NYK,248,18,0.5620398357562724,969.149373576904
LAL,249,16,0.22782351343397414,858.600296374636
IND,249,16,0.7721764865660259,1085.2282123150069
CHO,250,17,0.6182513167686428,1042.520694770248
MIL,250,17,0.3817486832313572,934.3337781270949
LAC,251,17,0.4793229237666349,1007.0291466070832
MIN,251,17,0.5206770762333651,988.0819168188167
MEM,252,18,0.7764122138356488,1030.0996416277462
PHI,252,18,0.22358778616435118,799.5323101656984
PHO,253,17,0.38404242918434295,990.0866608574844
TOR,253,18,0.615957570815657,1032.734012120984
BOS,254,18,0.4242082082314258,1021.7783967562038
MIA,254,16,0.5757917917685742,1038.0022828107928
SAC,255,19,0.38973684316918844,968.4880164223808
DAL,255,18,0.6102631568308116,1007.3294496548385
DEN,256,18,0.5085970159246147,924.033080934394
MIL,256,18,0.4914029840753853,950.6088826366826
GSW,257,19,0.738929309356542,1206.8006916604477
UTA,257,16,0.2610706906434581,1009.3542574732379
HOU,258,18,0.4874418819190716,946.1887875519235
DET,258,18,0.5125581180809284,986.1131778248223
OKC,259,18,0.5597190721323541,1038.4602213416313
ATL,259,20,0.4402809278676459,1032.586148974769
POR,260,18,0.4349120437850481,947.6261145208222
LAC,260,18,0.5650879562149519,1020.9463320082048
CHI,261,15,0.39329274206307163,1070.1840262321587
SAS,261,18,0.6067072579369284,1106.6600651154283
POR,262,19,0.41491583318913255,934.3488078587699
DAL,262,19,0.5850841668108674,1020.6067563168908
PHI,263,19,0.415803972375679,818.2265830496767
LAL,263,17,0.584196027624321,839.9060234906576
MEM,264,19,0.6581375926107026,1041.0392386642038
NOP,264,18,0.3418624073892974,905.3739039212293
MIN,265,18,0.44944740285553925,973.6995999274394
ORL,265,18,0.5505525971444608,1037.7122099124788
PHO,266,18,0.5993665989840238,970.9069296899956
BRK,266,18,0.4006334010159762,939.2882386456615
CLE,267,18,0.6736842368056992,1075.9332948338194
WAS,267,15,0.3263157631943008,993.1217531629561
DEN,268,19,0.3012584346849149,914.3928110244767
CHI,268,16,0.698741565315085,1079.824296142076
CHO,269,18,0.2797561146522546,1033.568499101376
GSW,269,20,0.7202438853477454,1215.7528873293197
IND,270,17,0.5914677372855053,1098.3012447218707
LAC,270,19,0.4085322627144948,1007.8732996013409
WAS,271,16,0.7072324897296725,970.4903134916066
LAL,271,18,0.29276751027032755,862.5374631620072
SAS,272,19,0.7106006060246266,1115.9208457226403
MIL,272,19,0.28939939397537345,941.3481020294706
HOU,273,19,0.5584686247415294,960.3177915601946
NOP,273,19,0.4415313752584707,891.2448999129582
PHI,274,20,0.29550792657646857,808.7703293992297
NYK,274,19,0.7044920734235314,978.6056272273511
DET,275,19,0.5218695877927794,1001.4133510154534
PHO,275,19,0.4781304122072207,955.6067564993646
TOR,276,19,0.5002127921598266,1048.7272027718695
ATL,276,21,0.4997872078401733,1016.5929583238834
BOS,277,19,0.5760952159455692,1035.3433498459456
SAC,277,20,0.4239047840544307,954.923063332639
TOR,278,20,0.6842323554413977,1026.831767397745
DEN,278,20,0.3157676445586023,936.2882463986015
IND,279,18,0.7198637957098964,1075.265603259154
POR,279,20,0.28013620429010355,957.3844493214866
MIA,280,17,0.499340973859999,1054.0233716472728
OKC,280,19,0.500659026140001,1022.4391325051513
ORL,281,19,0.5407199894338869,1052.4091702505943
UTA,281,17,0.4592800105661132,994.6572971351222
SAS,282,20,0.606125130119658,1128.5248415588112
MEM,282,20,0.39387486988034204,1028.4352428280329
BRK,283,19,0.44365803347014227,925.0911815746169
NYK,283,20,0.5563419665298577,992.8026842983957
NOP,284,20,0.25670759056209236,915.0302570149712
CLE,284,19,0.7432924094379076,1052.1479377318065
